id,latitude,longitude,price,minimum_nights,,,,,,,,
9286790,51.53528,-0.05926,35,1,,,,,,,,
9287234,51.44854,-0.14872,65,2,,,,,,,,
9287343,51.55841,-0.12819,50,8,,,,,,,,
9287515,51.51075,-0.19442,110,4,,,,,,,,
9288024,51.51731,0.01128,100,5,,,,,,,,
9288451,51.52758,0.02793,200,2,,,,,,,,
9288608,51.53807,-0.10529,47,3,,,,,,,,
9288984,51.53217,-0.02414,65,2,,,,,,,,
9289490,51.49196,-0.15631,90,2,,,,,,,,
9289593,51.58495,-0.1535,35,1,,,,,,,,
9290097,51.43993,-0.1447,37,1,,,,,,,,
9290511,51.57123,0.03447,199,5,,,,,,,,
9291219,51.47548,-0.03329,25,1,,,,,,,,
9292087,51.48682,-0.18671,60,1,,,,,,,,
9293063,51.51106,-0.11769,28,1,,,,,,,,
9293333,51.50007,0.03729,32,1,,,,,,,,
9293523,51.51499,-0.13398,150,3,,,,,,,,
9294401,51.50483,-0.45998,40,1,,,,,,,,
9295280,51.48597,-0.18384,70,2,,,,,,,,
9296367,51.44457,-0.20439,100,14,,,,,,,,
9298145,51.42759,-0.17747,50,2,,,,,,,,
9299494,51.52805,-0.05819,40,2,,,,,,,,
9300045,51.53241,-0.11128,50,1,,,,,,,,
9300438,51.50323,-0.08272,139,1,,,,,,,,
9300469,51.52462,-0.09623,130,4,,,,,,,,
9300511,51.41055,-0.06526,80,5,,,,,,,,
9303277,51.5592,-0.093,120,3,,,,,,,,
9304210,51.48628,-0.14734,130,15,,,,,,,,
9305262,51.52705,-0.0498,55,2,,,,,,,,
9305550,51.51676,-0.12862,98,2,,,,,,,,
9305729,51.51216,-0.20171,1015,1,,,,,,,,
9305850,51.45754,-0.11875,72,2,,,,,,,,
9306445,51.53529,0.08032,50,5,,,,,,,,
9306694,51.55061,-0.08043,130,5,,,,,,,,
9306896,51.55749,-0.11988,60,2,,,,,,,,
9307180,51.48494,-0.19963,85,1,,,,,,,,
9307481,51.52624,-0.21396,135,1,,,,,,,,
9307643,51.59469,-0.01779,90,1,,,,,,,,
9307662,51.50723,0.02243,45,1,,,,,,,,
9307718,51.52882,-0.07675,67,4,,,,,,,,
9308364,51.52862,-0.11632,55,2,,,,,,,,
9308992,51.4567,-0.13205,160,7,,,,,,,,
9309564,51.49144,-0.29986,130,5,,,,,,,,
9309609,51.49173,-0.30016,120,7,,,,,,,,
9309829,51.5069,-0.12995,170,1,,,,,,,,
9310261,51.48291,-0.28535,75,1,,,,,,,,
9310737,51.52341,-0.16094,89,2,,,,,,,,
9310841,51.5263,-0.18259,98,2,,,,,,,,
9311107,51.54757,-0.10652,120,2,,,,,,,,
9311663,51.56865,0.09872,28,2,,,,,,,,
9311856,51.56928,0.10048,22,2,,,,,,,,
9312612,51.50003,-0.20827,220,5,,,,,,,,
9312907,51.55448,-0.13351,40,2,,,,,,,,
9312916,51.51805,-0.02882,27,1,,,,,,,,
9313066,51.49102,-0.07429,63,1,,,,,,,,
9315607,51.46472,-0.03023,32,1,,,,,,,,
9316633,51.60978,-0.42442,50,1,,,,,,,,
9317068,51.51182,-0.06355,51,3,,,,,,,,
9317481,51.55314,-0.10853,79,3,,,,,,,,
9317694,51.50971,-0.0548,50,2,,,,,,,,
9320297,51.46466,-0.08001,70,3,,,,,,,,
9321324,51.51907,-0.13929,125,2,,,,,,,,
9321823,51.50609,-0.23448,95,1,,,,,,,,
9322216,51.53246,-0.11286,100,2,,,,,,,,
9322664,51.48083,-0.20346,40,2,,,,,,,,
9322906,51.41869,-0.05324,32,1,,,,,,,,
9323346,51.54942,-0.11062,120,3,,,,,,,,
9323507,51.50971,-0.12348,150,5,,,,,,,,
9323811,51.5276,-0.05582,39,1,,,,,,,,
9323880,51.51857,-0.20589,130,3,,,,,,,,
9324006,51.44494,-0.12766,85,6,,,,,,,,
9324312,51.49208,-0.18374,67,1,,,,,,,,
9324464,51.5444,-0.08198,180,2,,,,,,,,
9324720,51.52035,-0.16893,52,1,,,,,,,,
9324763,51.52644,-0.19124,89,2,,,,,,,,
9325014,51.56025,-0.05438,35,2,,,,,,,,
9325846,51.45452,-0.11288,75,3,,,,,,,,
9326177,51.52067,-0.07067,165,90,,,,,,,,
9326222,51.49371,-0.09842,27,1,,,,,,,,
9330042,51.49782,-0.02195,48,1,,,,,,,,
9331191,51.52909,-0.13055,89,1,,,,,,,,
9331371,51.49953,-0.05027,130,3,,,,,,,,
9331785,51.51034,-0.04641,100,3,,,,,,,,
9332579,51.37987,-0.09988,59,11,,,,,,,,
9336591,51.53205,-0.22792,45,5,,,,,,,,
9336735,51.53203,-0.23441,50,1,,,,,,,,
9337774,51.51618,-0.32564,30,1,,,,,,,,
9337900,51.49796,-0.16837,125,2,,,,,,,,
9337993,51.5328,-0.12911,75,2,,,,,,,,
9338816,51.47155,-0.11281,100,4,,,,,,,,
9339071,51.50794,-0.20812,138,4,,,,,,,,
9339660,51.55362,-0.13469,110,4,,,,,,,,
9339698,51.48834,-0.21412,45,2,,,,,,,,
9339878,51.5271,-0.04281,30,1,,,,,,,,
9340445,51.49321,-0.14588,100,1,,,,,,,,
9342065,51.43497,-0.04996,50,2,,,,,,,,
9342146,51.37262,-0.16529,31,2,,,,,,,,
9342200,51.54778,-0.06114,110,4,,,,,,,,
9343097,51.57744,-0.10742,35,1,,,,,,,,
9343167,51.5459,-0.07494,77,4,,,,,,,,
9343200,51.54197,-0.11643,150,2,,,,,,,,
9343280,51.44407,-0.10591,90,1,,,,,,,,
9344456,51.43951,-0.03539,200,2,,,,,,,,
9344631,51.52111,-0.14111,59,1,,,,,,,,
9344906,51.45158,-0.11067,45,2,,,,,,,,
9345268,51.42135,-0.17438,97,1,,,,,,,,
9345409,51.55317,-0.0829,50,30,,,,,,,,
9345821,51.45894,-0.22032,130,2,,,,,,,,
9346273,51.52587,-0.19025,249,5,,,,,,,,
9346403,51.46714,-0.17456,100,5,,,,,,,,
9346645,51.48444,0.17236,20,1,,,,,,,,
9346977,51.48947,-0.21103,75,2,,,,,,,,
9347744,51.59575,-0.19506,150,1,,,,,,,,
9347957,51.50638,-0.12738,680,1,,,,,,,,
9348000,51.47848,-0.2766,89,5,,,,,,,,
9348204,51.54334,-0.12863,50,1,,,,,,,,
9348556,51.55252,-0.13574,85,2,,,,,,,,
9348720,51.59352,-0.10191,50,1,,,,,,,,
9348890,51.42385,-0.16892,60,5,,,,,,,,
9349464,51.45269,-0.12881,50,5,,,,,,,,
9349568,51.46623,-0.17123,35,140,,,,,,,,
9354106,51.48322,-0.09317,175,2,,,,,,,,
9354241,51.50044,-0.10223,30,7,,,,,,,,
9354599,51.46826,-0.1466,30,1,,,,,,,,
9355511,51.49199,-0.05241,49,1,,,,,,,,
9355532,51.50291,-0.04407,170,4,,,,,,,,
9355547,51.4403,-0.10649,55,1,,,,,,,,
9355827,51.50531,-0.27666,49,2,,,,,,,,
9355901,51.52241,-0.04995,26,3,,,,,,,,
9355955,51.4867,-0.1987,30,1,,,,,,,,
9357021,51.48975,-0.21016,94,3,,,,,,,,
9357899,51.46681,-0.07231,150,5,,,,,,,,
9358044,51.51398,-0.13415,280,3,,,,,,,,
9358518,51.49287,-0.22849,260,3,,,,,,,,
9358669,51.43889,-0.11159,109,3,,,,,,,,
9358812,51.36502,0.10278,36,1,,,,,,,,
9360058,51.47261,-0.02173,40,5,,,,,,,,
9360852,51.45289,-0.11596,53,28,,,,,,,,
9361095,51.50634,-0.22496,35,2,,,,,,,,
9361322,51.54967,-0.1821,65,3,,,,,,,,
9362604,51.5261,-0.05812,100,7,,,,,,,,
9362920,51.51243,-0.19989,100,7,,,,,,,,
9362969,51.51599,-0.33526,70,1,,,,,,,,
9362993,51.53722,-0.12023,110,3,,,,,,,,
9363701,51.55716,-0.07552,85,3,,,,,,,,
9363888,51.48915,-0.17542,90,3,,,,,,,,
9363993,51.5225,-0.04832,100,5,,,,,,,,
9364501,51.52563,-0.04763,31,1,,,,,,,,
9364842,51.61502,-0.25829,18,3,,,,,,,,
9366238,51.4773,-0.20668,60,2,,,,,,,,
9366892,51.51809,-0.19673,140,3,,,,,,,,
9367015,51.53585,-0.10056,89,3,,,,,,,,
9367051,51.63987,-0.18882,29,1,,,,,,,,
9367201,51.46887,-0.06769,65,1,,,,,,,,
9367310,51.5562,-0.16972,100,7,,,,,,,,
9367438,51.5624,-0.11067,64,7,,,,,,,,
9367514,51.48427,-0.19479,45,2,,,,,,,,
9367892,51.51724,-0.20816,190,5,,,,,,,,
9367977,51.55488,-0.05432,88,1,,,,,,,,
9368082,51.54674,-0.1842,34,2,,,,,,,,
9368314,51.4615,-0.13368,180,2,,,,,,,,
9368668,51.5434,-0.07701,200,2,,,,,,,,
9368919,51.5501,-0.04214,29,1,,,,,,,,
9369504,51.381,-0.24133,50,2,,,,,,,,
9376107,51.54618,-0.1027,85,3,,,,,,,,
9376251,51.53104,-0.06229,49,5,,,,,,,,
9376593,51.48744,-0.13714,124,90,,,,,,,,
9376679,51.52213,-0.16768,238,2,,,,,,,,
9376878,51.49724,-0.20209,90,30,,,,,,,,
9377092,51.54247,-0.20295,150,1,,,,,,,,
9377429,51.52421,-0.08598,180,4,,,,,,,,
9378195,51.5161,-0.19422,94,3,,,,,,,,
9378356,51.42936,-0.10765,32,5,,,,,,,,
9378517,51.46331,-0.01509,110,5,,,,,,,,
9378645,51.48927,-0.16758,175,3,,,,,,,,
9378798,51.49672,-0.16609,170,2,,,,,,,,
9379004,51.53002,-0.11642,155,7,,,,,,,,
9379373,51.48962,-0.08959,155,7,,,,,,,,
9379633,51.41521,-0.1318,100,7,,,,,,,,
9379727,51.50663,-0.24751,50,1,,,,,,,,
9380159,51.46237,-0.21792,80,1,,,,,,,,
9380225,51.57024,-0.19981,85,1,,,,,,,,
9380713,51.46432,-0.1605,150,1,,,,,,,,
9380725,51.49028,-0.24437,110,20,,,,,,,,
9383528,51.54139,-0.19613,65,3,,,,,,,,
9383590,51.51052,-0.06237,75,10,,,,,,,,
9383911,51.57956,-0.12107,35,1,,,,,,,,
9384204,51.47053,-0.25762,150,5,,,,,,,,
9384616,51.51735,0.03569,69,4,,,,,,,,
9385813,51.51495,-0.07131,33,3,,,,,,,,
9386059,51.49345,-0.31068,20,2,,,,,,,,
9386478,51.55093,-0.07309,35,4,,,,,,,,
9387240,51.53451,-0.23936,100,3,,,,,,,,
9387840,51.47685,0.06304,70,2,,,,,,,,
9388737,51.51366,-0.06731,75,2,,,,,,,,
9390499,51.5307,-0.09728,33,7,,,,,,,,
9391077,51.52463,-0.07035,50,1,,,,,,,,
9391266,51.54556,-0.10504,55,2,,,,,,,,
9391830,51.50746,-0.00729,68,1,,,,,,,,
9396624,51.50974,-0.1265,160,3,,,,,,,,
9396769,51.52966,-0.11422,120,3,,,,,,,,
9396995,51.5445,-0.04183,33,2,,,,,,,,
9397153,51.52506,-0.19454,130,1,,,,,,,,
9397545,51.51272,-0.06628,50,1,,,,,,,,
9399009,51.4702,-0.19255,249,5,,,,,,,,
9399061,51.53729,-0.16386,160,3,,,,,,,,
9399796,51.46966,-0.19852,50,1,,,,,,,,
9401050,51.52603,-0.06958,20,1,,,,,,,,
9401080,51.52128,-0.09752,90,1,,,,,,,,
9401106,51.51949,-0.21319,350,4,,,,,,,,
9401856,51.51185,-0.19297,160,7,,,,,,,,
9401857,51.47202,-0.20314,400,5,,,,,,,,
9403089,51.49177,-0.23863,490,3,,,,,,,,
9403141,51.52694,-0.06559,48,2,,,,,,,,
9403429,51.45922,-0.13033,35,1,,,,,,,,
9403624,51.54477,-0.06843,30,1,,,,,,,,
9403689,51.51817,-0.21553,75,1,,,,,,,,
9404215,51.52429,-0.0812,100,2,,,,,,,,
9404957,51.46464,-0.12555,76,3,,,,,,,,
9405706,51.51343,-0.10082,185,4,,,,,,,,
9405884,51.4613,-0.1234,69,1,,,,,,,,
9407498,51.5253,-0.18009,99,2,,,,,,,,
9408181,51.50486,-0.05867,150,1,,,,,,,,
9408516,51.46934,-0.19921,45,1,,,,,,,,
9409410,51.59289,-0.17951,85,2,,,,,,,,
9409799,51.39883,-0.08227,42,1,,,,,,,,
9409927,51.44518,-0.21114,120,2,,,,,,,,
9410119,51.53721,-0.1028,90,2,,,,,,,,
9410201,51.51973,-0.26493,26,1,,,,,,,,
9410577,51.56065,-0.04556,120,1,,,,,,,,
9410807,51.54348,-0.02484,35,1,,,,,,,,
9411064,51.54882,-0.03606,140,3,,,,,,,,
9412291,51.52561,-0.17973,79,1,,,,,,,,
9417632,51.3979,-0.29955,260,2,,,,,,,,
9418232,51.52968,-0.08768,39,1,,,,,,,,
9418316,51.52799,-0.20928,85,3,,,,,,,,
9418788,51.50172,-0.11372,120,10,,,,,,,,
9419033,51.51193,-0.17871,120,3,,,,,,,,
9419288,51.49499,-0.09197,120,3,,,,,,,,
9420390,51.50991,-0.05564,37,1,,,,,,,,
9421300,51.51493,-0.14258,224,2,,,,,,,,
9421563,51.48932,-0.10012,80,2,,,,,,,,
9421869,51.53179,0.01773,34,3,,,,,,,,
9422323,51.57176,-0.02248,27,30,,,,,,,,
9423226,51.50904,-0.20056,100,3,,,,,,,,
9423291,51.53157,-0.18063,55,90,,,,,,,,
9423660,51.40863,-0.08903,37,1,,,,,,,,
9424373,51.5076,-0.05709,75,2,,,,,,,,
9425188,51.60064,-0.12777,120,1,,,,,,,,
9425208,51.49816,-0.03683,45,2,,,,,,,,
9427547,51.56822,-0.11279,85,1,,,,,,,,
9427561,51.52581,-0.05838,33,1,,,,,,,,
9429804,51.46489,-0.08734,120,1,,,,,,,,
9431238,51.6045,-0.12867,50,1,,,,,,,,
9431346,51.4737,-0.07655,60,1,,,,,,,,
9432483,51.43077,-0.09107,78,1,,,,,,,,
9433948,51.5718,-0.10581,50,2,,,,,,,,
9437886,51.54263,-0.20605,195,30,,,,,,,,
9438816,51.42412,-0.19339,27,1,,,,,,,,
9438964,51.4488,-0.12684,75,3,,,,,,,,
9439634,51.53286,-0.23034,100,7,,,,,,,,
9440753,51.55776,-0.17848,450,3,,,,,,,,
9441136,51.5077,-0.12435,450,4,,,,,,,,
9441341,51.50571,-0.14819,400,14,,,,,,,,
9441461,51.4155,-0.14953,30,1,,,,,,,,
9441611,51.52619,-0.06406,25,1,,,,,,,,
9441984,51.64536,-0.06267,35,1,,,,,,,,
9442211,51.4947,-0.14265,120,2,,,,,,,,
9442641,51.47126,-0.11176,85,2,,,,,,,,
9442875,51.51588,-0.127,350,2,,,,,,,,
9443090,51.4675,-0.20419,160,5,,,,,,,,
9443104,51.47392,-0.11133,50,1,,,,,,,,
9443649,51.39886,-0.24476,40,1,,,,,,,,
9444330,51.49245,-0.19135,1000,2,,,,,,,,
9444825,51.49626,-0.01211,30,1,,,,,,,,
9445272,51.45627,-0.02318,45,1,,,,,,,,
9445879,51.46897,-0.17004,100,2,,,,,,,,
9446097,51.48894,-0.208,130,2,,,,,,,,
9446342,51.4874,-0.10484,100,1,,,,,,,,
9446757,51.53639,-0.07874,85,2,,,,,,,,
9447772,51.5587,-0.1421,90,3,,,,,,,,
9449264,51.59041,-0.07999,65,4,,,,,,,,
9451312,51.51224,-0.21811,185,2,,,,,,,,
9454659,51.50001,-0.27191,35,2,,,,,,,,
9455879,51.51358,-0.03088,140,5,,,,,,,,
9456214,51.40835,-0.29053,65,1,,,,,,,,
9456904,51.50482,-0.08982,90,3,,,,,,,,
9457189,51.52685,-0.08686,57,5,,,,,,,,
9457444,51.51,-0.03922,29,3,,,,,,,,
9457925,51.4755,0.08724,35,1,,,,,,,,
9458241,51.51264,-0.3129,37,2,,,,,,,,
9458406,51.46263,-0.11103,100,1,,,,,,,,
9459226,51.51295,-0.06471,45,3,,,,,,,,
9459279,51.47488,-0.06059,22,7,,,,,,,,
9459373,51.50586,-0.26369,40,14,,,,,,,,
9459844,51.46355,0.17506,25,1,,,,,,,,
9460205,51.41391,-0.37004,95,5,,,,,,,,
9460295,51.49453,-0.19707,125,1,,,,,,,,
9461266,51.50689,-0.23711,77,1,,,,,,,,
9461674,51.54124,-0.05571,40,1,,,,,,,,
9461833,51.58944,-0.11505,110,2,,,,,,,,
9462090,51.48173,-0.44101,79,2,,,,,,,,
9462629,51.46407,-0.17566,30,2,,,,,,,,
9463331,51.49373,-0.04153,65,3,,,,,,,,
9463530,51.52848,-0.09064,120,2,,,,,,,,
9463987,51.49018,-0.11481,200,3,,,,,,,,
9463991,51.54567,-0.07303,30,7,,,,,,,,
9466199,51.53292,-0.03625,31,2,,,,,,,,
9466777,51.53719,-0.11735,89,5,,,,,,,,
9466824,51.49571,-0.18524,120,3,,,,,,,,
9467373,51.53719,-0.00618,79,4,,,,,,,,
9467655,51.47903,-0.36399,22,1,,,,,,,,
9467699,51.42962,-0.16013,99,2,,,,,,,,
9467921,51.53448,-0.07111,55,3,,,,,,,,
9467979,51.54773,-0.17546,174,6,,,,,,,,
9468115,51.49029,-0.19233,310,2,,,,,,,,
9468176,51.54199,-0.25554,45,1,,,,,,,,
9468657,51.50183,-0.22365,57,5,,,,,,,,
9468776,51.47348,-0.10736,30,5,,,,,,,,
9468858,51.48938,-0.10736,45,2,,,,,,,,
9469132,51.46566,-0.08331,115,3,,,,,,,,
9469246,51.52797,-0.09558,35,1,,,,,,,,
9469841,51.49712,-0.08227,45,2,,,,,,,,
9469934,51.58699,-0.19394,70,1,,,,,,,,
9470249,51.56037,-0.09619,89,1,,,,,,,,
9470820,51.44107,-0.05808,75,4,,,,,,,,
9471194,51.50928,-0.08508,90,4,,,,,,,,
9472199,51.48968,-0.10857,40,1,,,,,,,,
9472481,51.54275,-0.05465,90,2,,,,,,,,
9472484,51.5194,-0.0634,50,1,,,,,,,,
9472507,51.48824,0.00408,58,1,,,,,,,,
9472546,51.51553,-0.06124,30,1,,,,,,,,
9472575,51.55381,-0.05723,45,1,,,,,,,,
9472739,51.54587,-0.07335,85,2,,,,,,,,
9472864,51.54451,-0.10949,60,7,,,,,,,,
9473453,51.45214,-0.0665,39,3,,,,,,,,
9473541,51.5675,-0.09794,68,6,,,,,,,,
9473817,51.52391,-0.05921,35,4,,,,,,,,
9473868,51.51594,-0.19769,189,14,,,,,,,,
9474693,51.3848,0.1118,65,7,,,,,,,,
9474977,51.52006,-0.47783,31,1,,,,,,,,
9475034,51.57872,-0.22776,35,1,,,,,,,,
9475348,51.42444,-0.13287,40,2,,,,,,,,
9475633,51.53936,-0.32782,30,1,,,,,,,,
9475698,51.56498,0.00772,26,1,,,,,,,,
9476054,51.55342,-0.03613,171,3,,,,,,,,
9476163,51.50251,-0.31632,60,9,,,,,,,,
9476790,51.47082,-0.03347,45,1,,,,,,,,
9476800,51.53669,-0.11743,47,3,,,,,,,,
9481581,51.50996,-0.03567,50,2,,,,,,,,
9481661,51.50622,-0.24997,120,1,,,,,,,,
9482012,51.54928,-0.1225,40,1,,,,,,,,
9482461,51.48475,-0.09249,99,3,,,,,,,,
9482718,51.53053,-0.08601,25,5,,,,,,,,
9483065,51.51649,-0.15094,150,4,,,,,,,,
9483671,51.52224,-0.05091,129,2,,,,,,,,
9483774,51.46288,-0.24289,35,2,,,,,,,,
9483813,51.53088,-0.13088,125,1,,,,,,,,
9483917,51.51049,-0.12553,140,3,,,,,,,,
9485037,51.42845,-0.19073,62,3,,,,,,,,
9485316,51.52654,-0.08032,50,2,,,,,,,,
9485750,51.54475,-0.1635,175,2,,,,,,,,
9485920,51.57439,-0.13806,75,2,,,,,,,,
9486325,51.51316,-0.02808,55,5,,,,,,,,
9486515,51.45267,-0.15269,200,7,,,,,,,,
9486831,51.45563,-0.10849,40,1,,,,,,,,
9486975,51.52298,-0.06814,115,3,,,,,,,,
9487062,51.54593,-0.07331,65,2,,,,,,,,
9487241,51.55598,-0.04774,90,3,,,,,,,,
9487368,51.49828,-0.04788,49,1,,,,,,,,
9487858,51.52884,-0.08332,125,2,,,,,,,,
9488431,51.51978,-0.07098,41,4,,,,,,,,
9488528,51.46369,-0.1766,49,2,,,,,,,,
9488560,51.44579,-0.01441,26,1,,,,,,,,
9488991,51.41803,-0.07532,65,3,,,,,,,,
9489252,51.53133,-0.09426,110,3,,,,,,,,
9489788,51.48903,-0.0809,40,3,,,,,,,,
9490308,51.59804,-0.11604,33,1,,,,,,,,
9490381,51.42742,-0.15561,100,3,,,,,,,,
9490826,51.41778,-0.07506,35,2,,,,,,,,
9491347,51.54212,-0.12893,50,1,,,,,,,,
9491707,51.51128,-0.18681,30,7,,,,,,,,
9491790,51.55578,-0.0817,61,5,,,,,,,,
9491943,51.50155,-0.07416,120,4,,,,,,,,
9493240,51.56576,0.0146,80,1,,,,,,,,
9493277,51.47419,-0.05346,20,1,,,,,,,,
9497764,51.47249,-0.16417,59,1,,,,,,,,
9498210,51.60343,-0.17221,85,3,,,,,,,,
9499223,51.55352,-0.11638,21,1,,,,,,,,
9499283,51.56061,-0.1982,105,5,,,,,,,,
9499912,51.53523,-0.11698,52,1,,,,,,,,
9499966,51.51128,-0.18958,99,3,,,,,,,,
9500087,51.53255,-0.13745,200,1,,,,,,,,
9500158,51.61366,-0.12528,45,3,,,,,,,,
9500294,51.52283,-0.07056,90,3,,,,,,,,
9500712,51.53029,-0.14154,55,2,,,,,,,,
9500966,51.48408,-0.2102,110,1,,,,,,,,
9501035,51.49982,-0.2132,109,2,,,,,,,,
9501965,51.5362,-0.09393,27,2,,,,,,,,
9502124,51.49435,-0.19449,100,1,,,,,,,,
9502234,51.45045,-0.21179,250,7,,,,,,,,
9502793,51.47267,-0.02816,19,1,,,,,,,,
9502920,51.54443,-0.02711,30,1,,,,,,,,
9503055,51.52458,-0.07043,250,2,,,,,,,,
9503440,51.54784,-0.19739,199,4,,,,,,,,
9503955,51.46532,-0.1606,370,4,,,,,,,,
9504242,51.4465,-0.15772,145,3,,,,,,,,
9504778,51.48595,-0.10658,99,1,,,,,,,,
9505261,51.52635,-0.07145,85,1,,,,,,,,
9505611,51.48738,-0.04124,40,1,,,,,,,,
9505778,51.54955,-0.18824,85,1,,,,,,,,
9506551,51.51528,-0.05998,85,1,,,,,,,,
9506821,51.59257,-0.03095,44,3,,,,,,,,
9507080,51.50553,-0.10778,259,2,,,,,,,,
9507553,51.54339,-0.48653,39,1,,,,,,,,
9507938,51.54465,-0.04137,40,1,,,,,,,,
9508129,51.51934,-0.11688,50,1,,,,,,,,
9508199,51.45802,-0.12489,70,2,,,,,,,,
9508243,51.53881,-0.07928,60,5,,,,,,,,
9510263,51.4625,-0.18958,150,4,,,,,,,,
9510441,51.53074,-0.0332,31,20,,,,,,,,
9511304,51.46027,-0.19728,95,2,,,,,,,,
9511306,51.34354,-0.19518,100,5,,,,,,,,
9511642,51.54535,-0.04684,28,3,,,,,,,,
9511714,51.50536,-0.46201,64,2,,,,,,,,
9511886,51.46871,-0.13266,115,1,,,,,,,,
9512335,51.44825,-0.20732,90,5,,,,,,,,
9512663,51.51596,-0.03728,35,26,,,,,,,,
9517151,51.42534,-0.07983,65,1,,,,,,,,
9518030,51.4577,-0.18302,60,1,,,,,,,,
9518304,51.4657,-0.27661,58,2,,,,,,,,
9518359,51.47527,-0.17171,33,3,,,,,,,,
9518749,51.54468,0.15885,45,1,,,,,,,,
9518788,51.55094,-0.05721,55,2,,,,,,,,
9519025,51.56407,-0.09479,31,1,,,,,,,,
9519158,51.49813,0.0122,110,3,,,,,,,,
9519190,51.52525,-0.0731,45,3,,,,,,,,
9520659,51.52806,-0.19388,165,2,,,,,,,,
9521552,51.51871,-0.19712,136,2,,,,,,,,
9521854,51.5703,-0.28661,28,1,,,,,,,,
9522180,51.45874,-0.11036,45,2,,,,,,,,
9522246,51.47174,-0.14782,47,3,,,,,,,,
9522632,51.5119,-0.18614,100,2,,,,,,,,
9523419,51.49427,-0.18863,169,7,,,,,,,,
9523964,51.46236,-0.11934,100,4,,,,,,,,
9524533,51.57873,-0.11058,80,4,,,,,,,,
9524606,51.53223,-0.06118,30,1,,,,,,,,
9524759,51.55463,-0.05027,22,8,,,,,,,,
9524760,51.59399,-0.10169,40,1,,,,,,,,
9525330,51.48643,-0.13498,350,2,,,,,,,,
9525571,51.40882,-0.26396,65,1,,,,,,,,
9526007,51.53019,-0.22159,65,5,,,,,,,,
9526295,51.49815,-0.21337,190,1,,,,,,,,
9527125,51.50336,-0.23367,100,2,,,,,,,,
9528437,51.50214,-0.02084,34,58,,,,,,,,
9528489,51.44709,-0.1234,530,9,,,,,,,,
9528981,51.48243,-0.17394,140,2,,,,,,,,
9529365,51.4707,-0.16701,400,4,,,,,,,,
9529789,51.47427,-0.15385,29,1,,,,,,,,
9531664,51.55695,-0.01347,15,1,,,,,,,,
9535625,51.50187,-0.09584,350,2,,,,,,,,
9536388,51.51962,-0.22663,165,6,,,,,,,,
9536442,51.44423,-0.20485,160,5,,,,,,,,
9537117,51.558,-0.06875,35,1,,,,,,,,
9537177,51.55931,-0.17227,62,1,,,,,,,,
9537520,51.43592,-0.03519,30,1,,,,,,,,
9537705,51.54235,-0.03848,30,7,,,,,,,,
9537720,51.49919,-0.11124,85,1,,,,,,,,
9538044,51.47023,-0.10011,26,3,,,,,,,,
9538438,51.46394,-0.01413,48,3,,,,,,,,
9538841,51.46399,-0.01468,95,1,,,,,,,,
9539101,51.53241,-0.13666,200,1,,,,,,,,
9539233,51.50189,-0.22339,55,12,,,,,,,,
9539362,51.47253,-0.19997,50,1,,,,,,,,
9539477,51.53965,-0.14886,400,2,,,,,,,,
9539544,51.49587,-0.08715,93,4,,,,,,,,
9539613,51.53371,-0.13641,200,1,,,,,,,,
9539685,51.49372,-0.13824,120,2,,,,,,,,
9539813,51.49323,-0.1173,350,2,,,,,,,,
9539882,51.53403,-0.13651,200,1,,,,,,,,
9540089,51.53284,-0.13793,200,1,,,,,,,,
9540461,51.54568,-0.10433,245,3,,,,,,,,
9540652,51.49308,-0.16633,88,1,,,,,,,,
9540999,51.5178,-0.08095,200,1,,,,,,,,
9541314,51.48222,-0.11383,149,3,,,,,,,,
9541557,51.54054,-0.07669,80,4,,,,,,,,
9541630,51.54214,-0.17455,50,1,,,,,,,,
9541642,51.53806,-0.13576,160,2,,,,,,,,
9542109,51.53616,-0.14227,130,4,,,,,,,,
9542471,51.58607,0.0316,25,2,,,,,,,,
9542660,51.47418,-0.08185,18,3,,,,,,,,
9542845,51.60074,-0.09829,42,2,,,,,,,,
9544332,51.43904,-0.37274,145,1,,,,,,,,
9544404,51.48447,-0.18485,89,2,,,,,,,,
9544595,51.46226,-0.04882,70,1,,,,,,,,
9545180,51.53171,-0.07941,50,1,,,,,,,,
9545252,51.51515,-0.16554,89,1,,,,,,,,
9545442,51.52164,-0.04955,36,14,,,,,,,,
9546687,51.52855,-0.07057,190,1,,,,,,,,
9546960,51.52638,-0.19765,110,3,,,,,,,,
9547007,51.54846,-0.10734,49,7,,,,,,,,
9547010,51.54689,-0.10754,60,4,,,,,,,,
9547211,51.5314,-0.06457,80,2,,,,,,,,
9547347,51.55492,-0.13775,80,5,,,,,,,,
9549281,51.43169,-0.13417,90,1,,,,,,,,
9552307,51.45048,0.01525,80,3,,,,,,,,
9552391,51.52169,-0.22649,38,3,,,,,,,,
9553912,51.47331,-0.09403,25,1,,,,,,,,
9554056,51.52257,-0.1058,300,2,,,,,,,,
9555397,51.56142,-0.1237,69,2,,,,,,,,
9555535,51.4585,-0.12318,55,2,,,,,,,,
9555936,51.59055,-0.16573,70,4,,,,,,,,
9556078,51.48922,-0.16302,300,1,,,,,,,,
9556744,51.51943,-0.04338,99,5,,,,,,,,
9557242,51.50744,-0.07136,25,3,,,,,,,,
9557309,51.53272,-0.21651,39,1,,,,,,,,
9557662,51.46138,-0.11854,93,14,,,,,,,,
9557969,51.45386,-0.12884,180,1,,,,,,,,
