listing_url,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,,,
https://www.airbnb.com/rooms/4532538,47.67168771,-122.3925586,5,3,3,5,180,,,
https://www.airbnb.com/rooms/7534398,47.67180998,-122.3834372,3,1,1,1,69,,,
https://www.airbnb.com/rooms/9387189,47.66502233,-122.3827968,3,1,0,1,90,,,
https://www.airbnb.com/rooms/6337492,47.66898921,-122.3951453,2,1,1,1,80,,,
https://www.airbnb.com/rooms/10231701,47.6693543,-122.3903476,2,1.5,1,1,65,,,
https://www.airbnb.com/rooms/1609922,47.67166568,-122.3779123,5,1.5,2,2,150,,,
https://www.airbnb.com/rooms/4236723,47.67058142,-122.3822112,6,1.5,2,3,195,,,
https://www.airbnb.com/rooms/7843837,47.67210896,-122.3835885,4,1,1,1,149,,,
https://www.airbnb.com/rooms/3076065,47.67145807,-122.3791745,5,3,2,2,224,,,
https://www.airbnb.com/rooms/6423204,47.67155977,-122.382704,3,1,2,2,115,,,
https://www.airbnb.com/rooms/8338849,47.67283504,-122.3874716,2,1,1,1,55,,,
https://www.airbnb.com/rooms/6401209,47.67397129,-122.3893805,8,2.5,4,5,338,,,
https://www.airbnb.com/rooms/20928,47.6736071,-122.3938029,2,1,1,1,79,,,
https://www.airbnb.com/rooms/3344977,47.66939869,-122.389254,2,1,1,1,80,,,
https://www.airbnb.com/rooms/7604621,47.6721767,-122.3903617,2,1,0,1,85,,,
https://www.airbnb.com/rooms/3303978,47.67349962,-122.3869636,2,1,1,1,80,,,
https://www.airbnb.com/rooms/7067082,47.66934443,-122.3865391,3,1,1,1,49,,,
https://www.airbnb.com/rooms/3121829,47.6719218,-122.3806568,4,2.5,3,2,100,,,
https://www.airbnb.com/rooms/2539881,47.66934544,-122.3969735,2,1,1,1,79,,,
https://www.airbnb.com/rooms/3678718,47.66746398,-122.3782553,2,1,0,1,75,,,
https://www.airbnb.com/rooms/4694479,47.67181197,-122.3889813,2,1,1,1,57,,,
https://www.airbnb.com/rooms/6646843,47.67082046,-122.3705111,4,1,1,2,99,,,
https://www.airbnb.com/rooms/1364440,47.6637344,-122.3620801,1,1,1,1,55,,,
https://www.airbnb.com/rooms/1781873,47.6675968,-122.3647017,2,1,1,1,96,,,
https://www.airbnb.com/rooms/4138423,47.67053238,-122.3653185,4,1,1,1,99,,,
https://www.airbnb.com/rooms/5562674,47.66676677,-122.3688235,4,1,2,2,79,,,
https://www.airbnb.com/rooms/1789341,47.67235398,-122.3661749,2,1,1,1,115,,,
https://www.airbnb.com/rooms/4672934,47.66583687,-122.3701323,10,2.5,3,5,350,,,
https://www.airbnb.com/rooms/4550099,47.67433308,-122.375678,6,3,3,3,295,,,
https://www.airbnb.com/rooms/1198799,47.67269174,-122.3735586,2,1.5,1,1,70,,,
https://www.airbnb.com/rooms/5308429,47.67529056,-122.3704741,2,1,1,1,53,,,
https://www.airbnb.com/rooms/2769088,47.66899339,-122.3628603,4,1,2,2,110,,,
https://www.airbnb.com/rooms/7603135,47.66879475,-122.3616125,4,1,2,2,225,,,
https://www.airbnb.com/rooms/9374365,47.67388232,-122.3746263,2,1.5,1,1,35,,,
https://www.airbnb.com/rooms/6106498,47.66578734,-122.3619923,2,1,1,1,55,,,
https://www.airbnb.com/rooms/9331449,47.67228263,-122.3731616,2,1.5,1,1,45,,,
https://www.airbnb.com/rooms/8799162,47.66835401,-122.3611388,2,1,1,1,79,,,
https://www.airbnb.com/rooms/4317390,47.66880846,-122.3662618,8,1,2,6,133,,,
https://www.airbnb.com/rooms/3884851,47.66832396,-122.3718212,2,1,1,1,65,,,
https://www.airbnb.com/rooms/3155785,47.6723724,-122.3628417,1,2,1,1,61,,,
https://www.airbnb.com/rooms/9368517,47.66388206,-122.3621749,4,2,3,3,200,,,
https://www.airbnb.com/rooms/5643240,47.67092865,-122.3667818,2,1,1,1,70,,,
https://www.airbnb.com/rooms/5042014,47.67261671,-122.3743927,1,1,1,1,52,,,
https://www.airbnb.com/rooms/7724630,47.67271728,-122.3614171,2,1,1,1,50,,,
https://www.airbnb.com/rooms/9449437,47.67274336,-122.3731945,8,2.5,4,4,275,,,
https://www.airbnb.com/rooms/3053237,47.66454921,-122.3682089,2,1,1,1,149,,,
https://www.airbnb.com/rooms/8132347,47.66658567,-122.3656518,8,2,2,4,199,,,
https://www.airbnb.com/rooms/63733,47.67171434,-122.3658876,2,1,1,1,89,,,
https://www.airbnb.com/rooms/2039149,47.66686785,-122.3640313,10,2,3,3,225,,,
https://www.airbnb.com/rooms/227636,47.66807053,-122.3620862,3,1,1,2,120,,,
https://www.airbnb.com/rooms/3689119,47.67212369,-122.3650094,2,1,0,1,85,,,
https://www.airbnb.com/rooms/1179538,47.67358404,-122.3738143,4,1.5,1,2,80,,,
https://www.airbnb.com/rooms/6823781,47.66337838,-122.3646915,3,1,1,3,89,,,
https://www.airbnb.com/rooms/2284536,47.66934139,-122.3662641,4,1,1,1,99,,,
https://www.airbnb.com/rooms/5143441,47.66493716,-122.3616797,4,1,1,3,110,,,
https://www.airbnb.com/rooms/5749958,47.66884467,-122.3683793,6,1,2,3,180,,,
https://www.airbnb.com/rooms/9116815,47.6650167,-122.3647071,4,1,2,2,150,,,
https://www.airbnb.com/rooms/7731836,47.66893752,-122.3733392,4,1,1,2,70,,,
https://www.airbnb.com/rooms/10262971,47.66597002,-122.3686393,2,1,1,1,70,,,
https://www.airbnb.com/rooms/1407502,47.67431327,-122.3679688,1,1,1,1,75,,,
https://www.airbnb.com/rooms/8817038,47.66520903,-122.3624565,4,1,2,2,85,,,
https://www.airbnb.com/rooms/4449303,47.66444545,-122.370171,2,1,1,1,80,,,
https://www.airbnb.com/rooms/8255615,47.66682168,-122.3629367,3,1,1,1,90,,,
https://www.airbnb.com/rooms/4053092,47.67122243,-122.3636869,2,1,1,1,80,,,
https://www.airbnb.com/rooms/6886633,47.66365549,-122.3669411,2,1,0,1,75,,,
https://www.airbnb.com/rooms/8820414,47.67548903,-122.3675145,3,1,2,2,80,,,
https://www.airbnb.com/rooms/3052151,47.66688717,-122.3646641,2,1,1,1,70,,,
https://www.airbnb.com/rooms/2339333,47.67357118,-122.3642743,8,3.5,4,4,350,,,
https://www.airbnb.com/rooms/1618842,47.66524464,-122.3704095,4,1,0,1,95,,,
https://www.airbnb.com/rooms/888967,47.67167956,-122.3653898,2,1,1,1,90,,,
https://www.airbnb.com/rooms/380950,47.66624017,-122.3609177,12,2,4,5,435,,,
https://www.airbnb.com/rooms/8097708,47.67091242,-122.3655995,6,1.5,3,3,250,,,
https://www.airbnb.com/rooms/5671843,47.67098702,-122.3751406,2,1,1,1,65,,,
https://www.airbnb.com/rooms/904057,47.66539135,-122.3660988,3,1,1,1,95,,,
https://www.airbnb.com/rooms/7161725,47.67342403,-122.3742328,3,1,1,2,110,,,
https://www.airbnb.com/rooms/9587410,47.67155243,-122.3676333,3,1,1,2,50,,,
https://www.airbnb.com/rooms/9202380,47.66338811,-122.3613784,4,1,1,1,95,,,
https://www.airbnb.com/rooms/2238105,47.66336498,-122.3624685,2,1,1,1,100,,,
https://www.airbnb.com/rooms/9545766,47.67076135,-122.371095,2,1,1,2,89,,,
https://www.airbnb.com/rooms/2441908,47.67591574,-122.3704736,5,1,1,3,116,,,
https://www.airbnb.com/rooms/9367465,47.66365131,-122.3620818,4,1,1,2,150,,,
https://www.airbnb.com/rooms/3031415,47.66525243,-122.3619207,8,2,3,3,275,,,
https://www.airbnb.com/rooms/843812,47.67133442,-122.3657976,6,2,3,3,180,,,
https://www.airbnb.com/rooms/3835995,47.67307821,-122.3641401,2,1,1,1,97,,,
https://www.airbnb.com/rooms/9732638,47.66678535,-122.3667514,5,3,2,2,200,,,
https://www.airbnb.com/rooms/3768745,47.63184304,-122.3451235,2,1,1,1,120,,,
https://www.airbnb.com/rooms/3975434,47.62812031,-122.3487521,2,1,1,1,109,,,
https://www.airbnb.com/rooms/5620928,47.64359973,-122.3446299,2,1,1,1,115,,,
https://www.airbnb.com/rooms/7381677,47.62889479,-122.3475714,2,1,1,1,199,,,
https://www.airbnb.com/rooms/5487934,47.63899882,-122.3435739,2,1,1,1,150,,,
https://www.airbnb.com/rooms/9028447,47.63950083,-122.3433039,2,1,1,1,100,,,
https://www.airbnb.com/rooms/757840,47.63152636,-122.3562828,6,2.5,3,4,250,,,
https://www.airbnb.com/rooms/8848403,47.64017717,-122.3465226,2,1,1,1,39,,,
https://www.airbnb.com/rooms/7430926,47.64290503,-122.346705,4,1,1,1,69,,,
https://www.airbnb.com/rooms/7021544,47.64075557,-122.3428766,4,1,1,2,145,,,
https://www.airbnb.com/rooms/1323446,47.63544456,-122.3555166,5,1,1,4,98,,,
https://www.airbnb.com/rooms/3925573,47.64269717,-122.3436911,4,1,1,1,130,,,
https://www.airbnb.com/rooms/8723086,47.63892301,-122.3428269,4,1,1,2,85,,,
https://www.airbnb.com/rooms/781474,47.64291211,-122.3446833,1,1,1,1,85,,,
https://www.airbnb.com/rooms/9812439,47.63934586,-122.3431324,4,1,1,2,73,,,
https://www.airbnb.com/rooms/3401644,47.63507293,-122.3545941,4,1,1,2,150,,,
https://www.airbnb.com/rooms/10036903,47.62857355,-122.3559092,3,1,1,1,85,,,
https://www.airbnb.com/rooms/5310193,47.63793826,-122.3507256,6,2,3,3,190,,,
https://www.airbnb.com/rooms/5308875,47.62930931,-122.3441362,2,1,1,1,68,,,
https://www.airbnb.com/rooms/5052459,47.6305064,-122.3450221,2,1.5,1,1,149,,,
https://www.airbnb.com/rooms/7228499,47.630214,-122.3476151,10,2,2,5,349,,,
https://www.airbnb.com/rooms/7651653,47.62954816,-122.3465966,2,1,1,1,105,,,
https://www.airbnb.com/rooms/1494986,47.6337667,-122.3446154,4,1.5,1,2,145,,,
https://www.airbnb.com/rooms/1783382,47.63444164,-122.3437841,2,1,1,1,150,,,
https://www.airbnb.com/rooms/7513198,47.63211913,-122.3468193,4,2,2,1,275,,,
https://www.airbnb.com/rooms/8308316,47.63043465,-122.3501712,4,1,2,3,165,,,
https://www.airbnb.com/rooms/9694921,47.63840684,-122.344077,5,2,3,3,196,,,
https://www.airbnb.com/rooms/2472850,47.62900387,-122.3438233,4,1,1,2,195,,,
https://www.airbnb.com/rooms/5487522,47.63935867,-122.3440287,4,2,2,2,200,,,
https://www.airbnb.com/rooms/4016650,47.64011972,-122.3445298,2,1.5,1,1,90,,,
https://www.airbnb.com/rooms/10229434,47.63815778,-122.3441574,4,1,1,1,100,,,
https://www.airbnb.com/rooms/3479241,47.63987162,-122.3418345,2,1,1,1,125,,,
https://www.airbnb.com/rooms/5848400,47.63214523,-122.3506487,8,1.5,3,5,250,,,
https://www.airbnb.com/rooms/6077760,47.63453262,-122.3437901,2,1.5,1,1,130,,,
https://www.airbnb.com/rooms/4642956,47.62994743,-122.351388,2,1,1,1,209,,,
https://www.airbnb.com/rooms/1167507,47.63192143,-122.3485203,4,1,1,2,110,,,
https://www.airbnb.com/rooms/6044106,47.64154276,-122.3446612,4,1,1,2,90,,,
https://www.airbnb.com/rooms/1799255,47.63812903,-122.352374,2,1,1,1,90,,,
https://www.airbnb.com/rooms/8941768,47.63279988,-122.3465579,2,1,1,1,130,,,
https://www.airbnb.com/rooms/6569950,47.63082669,-122.3562298,2,1,1,1,175,,,
https://www.airbnb.com/rooms/7733192,47.6327564,-122.3469865,8,3.5,3,3,749,,,
https://www.airbnb.com/rooms/9215782,47.62846484,-122.3465481,4,2,2,2,115,,,
https://www.airbnb.com/rooms/5175631,47.64236917,-122.3440864,4,1.5,2,2,165,,,
https://www.airbnb.com/rooms/6315614,47.6293877,-122.3459247,4,1,1,2,109,,,
https://www.airbnb.com/rooms/9134193,47.63685503,-122.3568735,2,1,0,1,80,,,
https://www.airbnb.com/rooms/2481189,47.63630285,-122.3478271,6,2,3,4,285,,,
https://www.airbnb.com/rooms/8535897,47.63321404,-122.3549398,2,1,1,1,80,,,
https://www.airbnb.com/rooms/9476826,47.6294311,-122.3452937,1,1,1,1,75,,,
https://www.airbnb.com/rooms/3144311,47.63770585,-122.3439878,2,1,1,1,68,,,
https://www.airbnb.com/rooms/9370007,47.62917175,-122.3474787,2,1,1,1,85,,,
https://www.airbnb.com/rooms/6781308,47.64219186,-122.3464303,4,1,1,2,125,,,
https://www.airbnb.com/rooms/160222,47.64034606,-122.3420882,2,1,1,1,110,,,
https://www.airbnb.com/rooms/4250367,47.62905147,-122.3509893,7,4,3,3,600,,,
https://www.airbnb.com/rooms/8755479,47.62983437,-122.3468722,4,2,2,2,235,,,
https://www.airbnb.com/rooms/8829156,47.64051553,-122.344504,4,1,1,2,75,,,
https://www.airbnb.com/rooms/5126077,47.63000397,-122.3451203,2,1,1,1,95,,,
https://www.airbnb.com/rooms/6108796,47.64103958,-122.3444038,4,1,1,2,103,,,
https://www.airbnb.com/rooms/2692126,47.63111242,-122.3439642,2,1,1,1,120,,,
https://www.airbnb.com/rooms/6882211,47.64046804,-122.3557637,2,1,1,1,95,,,
https://www.airbnb.com/rooms/9573675,47.63953892,-122.3448475,5,2.5,2,2,143,,,
https://www.airbnb.com/rooms/3544953,47.64071111,-122.3463179,2,1,1,1,99,,,
https://www.airbnb.com/rooms/2020505,47.64145197,-122.3528848,2,1,1,1,142,,,
https://www.airbnb.com/rooms/5580457,47.64387483,-122.3461443,2,1,1,2,150,,,
https://www.airbnb.com/rooms/1495271,47.63911468,-122.3542986,6,2,3,3,295,,,
https://www.airbnb.com/rooms/8455865,47.64032332,-122.3493863,6,3.5,4,4,335,,,
https://www.airbnb.com/rooms/9679300,47.62963743,-122.3561691,2,1,1,1,60,,,
https://www.airbnb.com/rooms/6065566,47.63703759,-122.353111,6,1.5,3,3,250,,,
https://www.airbnb.com/rooms/4645208,47.63394912,-122.3496911,8,3,4,5,499,,,
https://www.airbnb.com/rooms/6115807,47.63786752,-122.3530645,8,2,3,4,350,,,
https://www.airbnb.com/rooms/7091397,47.63736553,-122.352344,3,1,1,2,156,,,
https://www.airbnb.com/rooms/6134153,47.63784754,-122.3535869,4,1,2,3,200,,,
https://www.airbnb.com/rooms/7763878,47.63180066,-122.3559977,4,2,2,2,180,,,
https://www.airbnb.com/rooms/8088447,47.63831372,-122.3429312,3,1,1,1,103,,,
https://www.airbnb.com/rooms/3418349,47.62833641,-122.3463335,2,1,1,1,99,,,
https://www.airbnb.com/rooms/9199982,47.64007889,-122.3452415,3,1,1,1,94,,,
https://www.airbnb.com/rooms/6400000,47.63892542,-122.3562882,4,1,1,1,160,,,
https://www.airbnb.com/rooms/6776229,47.64001746,-122.3451296,4,1,1,2,129,,,
https://www.airbnb.com/rooms/7627794,47.63879043,-122.341579,4,1,1,2,219,,,
https://www.airbnb.com/rooms/8374102,47.62919531,-122.3480345,4,1,1,1,91,,,
https://www.airbnb.com/rooms/6316934,47.6393371,-122.3442914,4,1,1,2,75,,,
https://www.airbnb.com/rooms/1820794,47.63033292,-122.3476269,2,1,0,1,99,,,
https://www.airbnb.com/rooms/314180,47.65386101,-122.3384965,5,1.5,3,3,300,,,
https://www.airbnb.com/rooms/8670079,47.66772999,-122.3268727,5,2,3,3,150,,,
https://www.airbnb.com/rooms/4868135,47.66144065,-122.343953,6,1,2,3,149,,,
https://www.airbnb.com/rooms/5336585,47.66166903,-122.3337431,2,1,0,1,75,,,
https://www.airbnb.com/rooms/1427103,47.65317216,-122.3372994,3,1,1,2,95,,,
https://www.airbnb.com/rooms/3518808,47.66458664,-122.3330577,2,1,1,1,100,,,
https://www.airbnb.com/rooms/8995844,47.66407098,-122.3353794,6,2,3,2,250,,,
https://www.airbnb.com/rooms/356566,47.65389856,-122.3380692,2,2,1,1,105,,,
https://www.airbnb.com/rooms/6466388,47.67094939,-122.3247405,2,1,1,1,74,,,
https://www.airbnb.com/rooms/4531944,47.66618274,-122.3346106,2,1,1,1,140,,,
https://www.airbnb.com/rooms/6686072,47.67150263,-122.3278906,4,1,1,1,130,,,
https://www.airbnb.com/rooms/4384343,47.66546743,-122.3235737,2,1,1,1,110,,,
https://www.airbnb.com/rooms/7900056,47.6669849,-122.3394022,8,2,4,4,199,,,
https://www.airbnb.com/rooms/6378563,47.65373805,-122.3389802,6,1.5,2,3,209,,,
https://www.airbnb.com/rooms/5630783,47.66895679,-122.3377825,4,1,0,2,100,,,
https://www.airbnb.com/rooms/340706,47.65588494,-122.332136,4,1,1,1,110,,,
https://www.airbnb.com/rooms/6202214,47.65163619,-122.3386218,2,1,1,2,104,,,
https://www.airbnb.com/rooms/1030411,47.66540203,-122.3393869,4,2,2,2,200,,,
https://www.airbnb.com/rooms/7922373,47.65361625,-122.3325597,4,1,0,2,99,,,
https://www.airbnb.com/rooms/6156470,47.66474422,-122.3381738,2,1,1,1,90,,,
https://www.airbnb.com/rooms/2994309,47.66585564,-122.3226907,6,1,2,3,135,,,
https://www.airbnb.com/rooms/1594328,47.65635515,-122.3381037,6,1,2,3,122,,,
https://www.airbnb.com/rooms/8072920,47.66014668,-122.3415303,2,1,0,1,80,,,
https://www.airbnb.com/rooms/6915487,47.66692015,-122.3387942,4,1,2,2,158,,,
https://www.airbnb.com/rooms/6202603,47.65158618,-122.3399027,4,1,1,1,90,,,
https://www.airbnb.com/rooms/5286781,47.65595529,-122.3321554,3,1,1,2,100,,,
https://www.airbnb.com/rooms/2818420,47.65991178,-122.3376861,4,1,1,2,89,,,
